DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	13q32.2	13	98479040	STK24	STK24			8428			rs912330-?	rs912330	0	912330	intron_variant	0	NR	4E-6	5.3979400086720375		1.85	[1.43-2.44]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	19q13.32	19	44878777	PVRL2	PVRL2			5819			rs6859-A	rs6859	0	6859	3_prime_UTR_variant	0	NR	5E-7	6.301029995663981		1.58	[NR]	Illumina [2505093] (imputed)	N
2010-06-14	20460622	Seshadri S	2010-05-12	JAMA	www.ncbi.nlm.nih.gov/pubmed/20460622	Genome-wide analysis of genetic loci associated with Alzheimer disease.	Alzheimer's disease	973 incident AD cases, 2,033 prevalent AD cases, 22,604  controls of European and Hispanic ancestry	6,505 European ancestry cases, 13,532 European ancestry controls	19q13.32	19	44892362	APOE	TOMM40			10452			rs2075650-G	rs2075650	0	2075650	intron_variant	0	0.14	1E-295	295.0		2.53	[2.41-2.66]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2010-06-08	20452100	Kramer PL	2010-05-06	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/20452100	Alzheimer disease pathology in cognitively healthy elderly: a genome-wide study.	Alzheimer's disease	185 European ancestry low NFT individuals, 114 European ancestry high NFT individuals	NA	7q22.1	7	103985430	RELN	RELN			5649			rs4298437-A	rs4298437	0	4298437	intron_variant	0	0.26	2E-6	5.698970004336019				Illumina [292175]	N
2010-06-08	20452100	Kramer PL	2010-05-06	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/20452100	Alzheimer disease pathology in cognitively healthy elderly: a genome-wide study.	Alzheimer's disease	185 European ancestry low NFT individuals, 114 European ancestry high NFT individuals	NA	8p23.1	8	10477271	MSRA	LINCR-0001, PRSS52P			101929191, 100419209			rs11782819-?	rs11782819	0	11782819	non_coding_transcript_exon_variant	0	NR	3E-6	5.522878745280337				Illumina [292175]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	14q24.2	14	71199580	intergenic	LOC105370706			105370706			rs17767225-T	rs17767225	0	17767225	intergenic_variant	0	0.2	8E-6	5.096910013008056				Affymetrix [614963]	N
2013-08-24	23571587	Reitz C	2013-04-10	JAMA	www.ncbi.nlm.nih.gov/pubmed/23571587	Variants in the ATP-binding cassette transporter (ABCA7), apolipoprotein E &#x000cf;&#x000b5;4,and the risk of late-onset Alzheimer disease in African Americans.	Alzheimer's disease (late onset)	1,968 African American cases, 3,928 African American controls		19p13.3	19	1050421	ABCA7, HMHA1, GRIN3B	ABCA7			10347			rs115550680-G	rs115550680	0	115550680	intron_variant	0	0.07	2E-9	8.698970004336019		1.79	[1.47-2.12]	Illumina [17332474] (imputed)	N
2013-08-24	23571587	Reitz C	2013-04-10	JAMA	www.ncbi.nlm.nih.gov/pubmed/23571587	Variants in the ATP-binding cassette transporter (ABCA7), apolipoprotein E &#x000cf;&#x000b5;4,and the risk of late-onset Alzheimer disease in African Americans.	Alzheimer's disease (late onset)	1,968 African American cases, 3,928 African American controls		5q35.2	5	174587111	intergenic	SUMO2P6 - LOC105377740	100127922	105377740		25049	28470	rs145848414-A	rs145848414	0	145848414	intergenic_variant	1	0.04	7E-8	7.154901959985743		2.29	[1.69-3.09]	Illumina [17332474] (imputed)	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	1q24.2	1	167749262	MPZL1	MPZL1			9019			rs4145462-T	rs4145462	0	4145462	intron_variant	0	0.05	1E-6	6.0				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	2p24.1	2	23016071	intergenic	RN7SKP27 - LOC101929251	106480841	101929251		154187	2694	rs41458646-G	rs41458646	0	41458646	downstream_gene_variant	1	0.17	8E-6	5.096910013008056				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	2q33.3	2	204263298	intergenic	LOC100419685 - DSTNP5	100419685	100132132		196023	43544	rs6738181-A	rs6738181	0	6738181	intergenic_variant	1	0.19	5E-6	5.301029995663981				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	3p14.1	3	69124224	intergenic	LMOD3 - FRMD4B	56203	23150		1629	44558	rs7638995-A	rs7638995	0	7638995	upstream_gene_variant	1	0.11	2E-6	5.698970004336019				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	7q22.3	7	105640741	ATXN7L1	ATXN7L1			222255			rs11983798-T	rs11983798	0	11983798	intron_variant	0	0.08	1E-6	6.0				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	8q22.3	8	102963761	intergenic	LOC100506753			100506753			rs6468852-G	rs6468852	0	6468852	intron_variant	0	0.13	1E-6	6.0				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	9q31.2	9	105869669	intergenic	SLC25A6P5 - LOC107987108	100129319	107987108		19076	59312	rs9969729-A	rs9969729	0	9969729	intergenic_variant	1	0.08	2E-6	5.698970004336019				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	11p14.3	11	24589584	LUZP2	LUZP2			338645			rs12361953-C	rs12361953	0	12361953	intron_variant	0	0.15	8E-7	6.096910013008056				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	11q24.2	11	126035363	CDON	CDON			50937			rs472926-C	rs472926	0	472926	intron_variant	0	0.15	3E-6	5.522878745280337				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	11q24.3	11	128319206	intergenic	LOC107984408 - LOC105369566	107984408	105369566		8338	93788	rs4937314-C	rs4937314	0	4937314	regulatory_region_variant	1	0.17	7E-6	5.154901959985743				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	14q24.2	14	71040884	PCNX	PCNX			22990			rs11848070-C	rs11848070	0	11848070	intron_variant	0	0.25	6E-6	5.221848749616356				Affymetrix [614963]	N
2012-11-19	22881374	Cummings AC	2012-09-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22881374	Genome-wide association and linkage study in the Amish detects a novel candidate late-onset Alzheimer disease gene.	Alzheimer's disease (late onset)	109 Amish cases, 689 Amish controls	NA	20p12.3	20	6999988	intergenic	BMP2 - LINC01428	650	101929265		219708	146479	rs6085820-A	rs6085820	0	6085820	intergenic_variant	1	0.09	9E-6	5.045757490560675				Affymetrix [614963]	N
2016-02-04	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease (APOE e4 interaction)	10,352 APOE e4+ cases, 9,207 APOE e4+ controls, 7,184 APOE e4- cases, 26,968 APOE e4- controls	1,250 APOE e4+ European ancestry cases, 536 APOE e4+ European ancestry controls, 718 APOE e4- European ancestry cases, 1,699 APOE e4- European ancestry controls	1q32.2	1	209797265	IRF6	IRF6			3664			rs59043219-A	rs59043219	0	59043219	intron_variant	0	0.37	9E-6	5.045757490560675		1.19	[1.10-1.28]	NR [NR]	N
2016-02-04	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease (APOE e4 interaction)	10,352 APOE e4+ cases, 9,207 APOE e4+ controls, 7,184 APOE e4- cases, 26,968 APOE e4- controls	1,250 APOE e4+ European ancestry cases, 536 APOE e4+ European ancestry controls, 718 APOE e4- European ancestry cases, 1,699 APOE e4- European ancestry controls	6p11.2	6	58045670	GAPDHP15, RBBP4P4	LOC101927293			101927293			rs1936246-T	rs1936246	0	1936246	intergenic_variant	0	0.43	2E-13	12.698970004336019		1.04	[1.03-1.05]	NR [NR]	N
2016-02-04	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease (APOE e4 interaction)	10,352 APOE e4+ cases, 9,207 APOE e4+ controls, 7,184 APOE e4- cases, 26,968 APOE e4- controls	1,250 APOE e4+ European ancestry cases, 536 APOE e4+ European ancestry controls, 718 APOE e4- European ancestry cases, 1,699 APOE e4- European ancestry controls	7p22.1	7	6732029	PMS2CL, ZNF12	LOC107986695 - PMS2CL	107986695	441194		23440	3276	rs116139393-C	rs116139393	1	7787147	intron_variant	1	0.84	3E-8	7.522878745280337		1.098901	[1.06-1.12]	NR [NR]	N
2016-02-04	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease (APOE e4 interaction)	10,352 APOE e4+ cases, 9,207 APOE e4+ controls, 7,184 APOE e4- cases, 26,968 APOE e4- controls	1,250 APOE e4+ European ancestry cases, 536 APOE e4+ European ancestry controls, 718 APOE e4- European ancestry cases, 1,699 APOE e4- European ancestry controls	7p21.3	7	12148903	THSD7A, TMEM106B	THSD7A - TMEM106B	221981	54664		316705	62319	rs1595014-T	rs1595014	0	1595014	intergenic_variant	1	0.72	4E-6	5.3979400086720375		1.1904762	[1.11-1.28]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	1q21.3	1	154713065	KCNN3	KCNN3			3782			rs16830122-A	rs16830122	0	16830122	intron_variant	0	0.13	2E-6	5.698970004336019		1.17	[1.10-1.25]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	2q14.3	2	127133851	BIN1	LOC105373605			105373605			rs4663105-C	rs4663105	0	4663105	intergenic_variant	0	0.43	2E-12	11.698970004336019		1.19	[1.13-1.24]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	3q22.3	3	137931894	SOX14, CLDN18	HSPA8P9 - CLDN18	402143	51208		50202	66922	rs16847609-A	rs16847609	0	16847609	intergenic_variant	1	0.09	5E-7	6.301029995663981		1.19	[1.11-1.28]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	4p13	4	43849075	PGBD3P4, KCTD8	RN7SL691P - RN7SL193P	106481112	106480493		250249	14199	rs13146780-C	rs13146780	0	13146780	intergenic_variant	1	0.05	3E-6	5.522878745280337		1.23	[1.13-1.34]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	4q27	4	122647254	IL21, CETN4P	IL21-AS1			100996941			rs78538083-C	rs78538083	0	78538083	intron_variant	0	0.06	8E-6	5.096910013008056		1.32	[1.17-1.48]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	5q14.1	5	80285949	SERINC5, KRT18P45	SERINC5 - KRT18P45	256987	391803		29867	2451	rs71636213-G	rs71636213	0	71636213	upstream_gene_variant	1	0.1	9E-6	5.045757490560675		1.18	[1.10-1.27]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	5q31.1	5	131351444	CDC42SE2	CDC42SE2			56990			rs382216-C	rs382216	0	382216	intron_variant	0	0.64	2E-7	6.698970004336019		1.1494253	[1.09-1.22]	NR [NR]	N
2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	5q31.1	5	131552731	RAPGEF6	RAPGEF6			51735			rs6890695-G	rs6890695	0	6890695	intron_variant	0	0.79	6E-7	6.221848749616356		1.1494253	[1.09-1.22]	NR [NR]	N
